atr42s1g00215,nc476s1g03054,,agr8s1g00951,,,,,,,,abr7s11g00783,abr7s17g00249,,,,da480s19g01697,,,ase9s4g00720,ase9s7g00249,,,,elg3s10g00228,,,,,,aco40s12g00089,,,afi49s2g03144,,,cm170s2g00861,,,cm170s1g02937,,,,,,,,,,,vvi161s13g01109,,ive12g01998,gbi44s2g00911,sgi44s4g02946,,smo62s4g00221,ppa60s8g00066
atr42s1g00216,nc476s1g03053,,agr8s1g00950,,,,,,abr7s8g00619,abr7s13g00513,,abr7s17g00246,da480s7g00681,,,da480s19g01696,,,,,,,,,,,,aco40s23g00316,,,,,afi49s2g03146,lc2s5g00727,,,cm170s3g01443,,cm170s1g02938,,,,,,,,,vvi161s6g00915,vvi161s8g00497,,ive3g00361,ive12g02001,gbi44s2g01716,sgi44s10g00379,afi61s675g00001,smo62s144g00043,ppa60s23g00210
atr42s1g00217,nc476s9g00431,,agr8s1g00949,,,,,,,,,abr7s17g00245,,,,da480s19g01695,,,,,,elg3s14g00757,,,,,aco40s4g00649,,,,cs471s1g01647,,afi49s2g03150,,,,,,cm170s1g02939,,,,,,,,,,,vvi161s13g01112,,ive12g02004,gbi44s3g01886,sgi44s10g01400,,,ppa60s6g00058
atr42s1g00224,nc476s1g03048,,,agr8s1g00598,,,,,,,,,da480s7g00684,,,,ase9s2g02192,,,,,,,,,,,,,,cs471s1g01637,,afi49s2g03167,lc2s5g00748,,,cm170s3g01440,,,CdeChr42g00404,,,,,,,,,vvi161s8g00500,vvi161s13g01118,ive3g00354,,gbi44s2g00888,sgi44s3g01881,,,
atr42s1g00236,nc476s9g00460,,agr8s1g00940,,,,,spo4s6g00818,,abr7s13g00518,,,da480s7g00696,,,,ase9s2g02210,ase9s5g00038,,,,,,,,,aco40s4g00656,,,,,cs471s7g02190,afi49s2g03177,lc2s5g00722,,,cm170s3g01426,,,CdeChr42g00401,,,,,,CdeChr30g00398,,,vvi161s8g00507,,ive3g00343,,gbi44s10g01077,sgi44s4g01945,,,
atr42s1g00246,nc476s1g03040,,,agr8s1g00616,,,,,abr7s8g00607,abr7s13g00524,,,,da480s12g00485,,,,,,,,elg3s14g00742,elg3s5g00855,,aco40s18g00054,,,,,,,,afi49s2g03196,,,cm170s2g00838,,,,,,,,,,,,vvi161s6g00943,,,,ive12g02028,gbi44s10g01080,sgi44s10g01663,afi61s22g00023,smo62s90g00025,ppa60s6g00800
atr42s1g00247,nc476s9g00464,,agr8s1g00934,,,spo4s1g00616,,spo4s6g00821,,,abr7s11g00798,abr7s17g00237,da480s7g00709,,,,,,ase9s4g00714,ase9s7g00274,,,,elg3s10g00221,,,,aco40s23g00306,aco40s13g00351,,,,,,,,cm170s3g01417,,cm170s1g02962,,,,,,,CdeChr40g00444,CdeChr41g00157,vvi161s6g00946,vvi161s8g00513,,ive3g00340,,gbi44s4g00909,sgi44s9g01289,afi61s230g00017,smo62s18g00049,ppa60s15g00899
atr42s1g00255,nc476s1g03037,,agr8s1g02973,,,spo4s1g00617,spo4s6g00272,spo4s6g00824,abr7s8g00604,,,,da480s7g00714,,,,,,,,,,,,,aco40s14g00432,aco40s4g00666,aco40s23g00303,,,cs471s1g01604,,afi49s2g03204,lc2s5g00673,lc2s7g01126,cm170s2g00817,cm170s3g01414,,cm170s1g02966,CdeChr42g00398,,,,,,CdeChr30g00393,,,vvi161s8g00518,,ive3g00332,ive12g02035,gbi44s9g00082,sgi44s9g00330,,,ppa60s6g00466
atr42s1g00260,nc476s1g03033,,agr8s1g02975,,spo4s10g00766,,,,,,,,,,,,,,ase9s4g00712,,,,elg3s5g00862,,,,,aco40s23g00302,,,cs471s1g01557,,afi49s2g03236,lc2s5g00672,,,cm170s3g01409,,,,,,,,,,CdeChr26g00152,vvi161s6g00985,,,,ive12g02041,gbi44s10g02059,sgi44s9g03120,afi61s59g00003,smo62s60g00087,ppa60s1g01242
atr42s1g00263,nc476s1g03029,,agr8s1g02978,agr8s1g00624,,,spo4s6g00275,,,,,,,,da480s9g00254,,,,ase9s4g00710,ase9s7g00289,,,elg3s5g00867,elg3s10g00218,,aco40s14g00435,,,aco40s13g00348,,cs471s1g01563,,afi49s2g03227,lc2s5g00669,lc2s7g01120,cm170s2g00790,,,cm170s1g02974,,CdeChr8g00002,CdeChr16g00482,CdeChr42g00120,,,,,vvi161s6g00999,vvi161s8g00528,,ive3g00328,,gbi44s2g01003,sgi44s3g03996,afi61s12g00012,smo62s60g00062,ppa60s11g01162
atr42s1g00271,nc476s1g03026,,agr8s1g02981,,spo4s10g00763,,,,abr7s8g00599,,,,,da480s12g00490,,,,,,,,,,,aco40s18g00052,,,,,,cs471s1g01569,,afi49s2g03224,lc2s5g00662,,,cm170s3g01405,,,,,,,,,,,vvi161s6g01002,,,,ive12g02044,,sgi44s2g02694,afi61s59g00051,smo62s16g00235,
atr42s1g00273,nc476s1g03022,,agr8s1g02983,agr8s1g00630,spo4s10g00761,,spo4s6g00278,,abr7s8g00598,abr7s13g00530,,,da480s7g00735,,,,,ase9s5g00005,,ase9s7g00290,,,,,aco40s18g00051,,aco40s4g00668,,,,cs471s1g01573,,afi49s2g03222,lc2s5g00653,,cm170s2g00772,cm170s3g01406,,cm170s1g02971,,,,,,,CdeChr40g00448,CdeChr41g00155,,vvi161s8g00536,,ive3g00315,,gbi44s4g01496,sgi44s8g03070,afi61s48g00124,smo62s61g00015,ppa60s3g00269
atr42s1g00275,nc476s1g03021,,agr8s1g02984,agr8s1g00633,,,,,,,abr7s11g00822,,,da480s12g00493,,,,,,,,,,,aco40s18g00050,,aco40s4g00669,,,,,,,,lc2s7g01118,cm170s2g00770,,,,,,CdeChr16g00480,CdeChr42g00123,,,,,,vvi161s8g00537,,ive3g00309,,gbi44s12g00681,sgi44s2g02162,afi61s368g00012,smo62s11g00277,ppa60s2g01388
atr42s1g00276,nc476s1g03020,,,,,,,spo4s6g00831,,,,,,,,,,,,,,,,,,,,,,,,,afi49s2g03217,lc2s5g00650,,,cm170s3g01408,,cm170s1g02970,,,,,,,CdeChr30g00389,,,,vvi161s13g01132,ive3g00306,,gbi44s12g00925,sgi44s2g02527,afi61s236g00019,smo62s102g00001,ppa60s16g00403
atr42s1g00282,nc476s1g03013,,,agr8s1g00636,,spo4s1g00609,,spo4s6g00834,,abr7s13g00533,abr7s11g00826,,da480s7g00749,da480s12g00494,,,ase9s2g02223,,,ase9s7g00294,,,elg3s5g00874,,aco40s18g00048,,,aco40s23g00299,aco40s13g00344,,cs471s1g01579,,afi49s2g03212,lc2s5g00646,lc2s7g01114,cm170s2g00769,cm170s3g01386,,cm170s1g02976,,,,,,,,CdeChr26g00153,vvi161s6g01006,vvi161s8g00543,,,ive12g02057,gbi44s10g00295,sgi44s8g02835,afi61s3g00440,smo62s10g00463,ppa60s6g00613
atr42s1g00326,nc476s1g03000,,,agr8s1g00646,,spo4s1g00603,,,,,,,,da480s12g00498,,,,,,,,,elg3s5g00884,,,,aco40s4g00675,,,,cs471s1g01539,,,lc2s15g00216,,cm170s2g00731,cm170s3g01376,,,,,,,,,,,vvi161s6g01014,,,ive3g00286,,gbi44s11g00143,sgi44s2g00759,afi61s21g00061,smo62s9g00450,
atr42s1g00327,nc476s1g02999,,agr8s1g03003,,,spo4s1g00602,,,,,,,,,da480s9g00280,,,,ase9s4g00697,,,,elg3s5g00885,,,,,,,aco40s12g00098,,cs471s7g02250,afi49s2g03263,,lc2s7g01099,,,,cm170s1g02985,,,,,,,CdeChr30g00380,,vvi161s6g01015,,,,ive12g02070,gbi44s11g00152,sgi44s2g00784,afi61s636g00009,smo62s63g00200,ppa60s24g00811
atr42s1g00365,nc476s9g00500,,agr8s1g03013,agr8s1g00663,spo4s10g00757,spo4s1g00593,spo4s6g00288,,,,,,da480s7g00806,da480s12g00506,,,,,,,,,elg3s5g00896,,aco40s18g00377,,aco40s4g00685,,aco40s13g00331,aco40s12g00099,,,afi49s2g03273,lc2s15g00198,lc2s7g01068,,cm170s3g01369,,,,,,,,,,,,vvi161s8g00465,,ive3g00241,,gbi44s5g02071,sgi44s1g02085,afi61s257g00007,smo62s21g00328,ppa60s24g00077
atr42s1g00377,nc476s1g02977,,agr8s1g03017,agr8s1g00665,,,,,,,,,,,,,,,ase9s4g00687,ase9s7g00320,,,,,aco40s18g00378,,,,,,cs471s1g01502,,afi49s2g03279,lc2s15g00193,lc2s7g01065,,cm170s3g01365,,,,,,,,,,CdeChr41g00140,,vvi161s8g00462,,,ive12g02097,gbi44s2g01446,sgi44s5g01889,afi61s2058g00001,smo62s13g00318,ppa60s15g00092
atr42s1g00380,nc476s9g00637,,agr8s1g03019,agr8s1g00667,,,,,,,,,,,,,ase9s2g02248,,ase9s4g00685,,,,elg3s5g00902,,,,,,,,cs471s1g01510,,afi49s2g03283,,lc2s7g01063,cm170s2g00703,,,,CdeChr42g00378,,,,,,,,,vvi161s8g00459,,ive3g00225,,gbi44s7g01981,sgi44s3g00176,afi61s90g00082,smo62s19g00041,ppa60s5g00061
atr42s1g00381,nc476s9g00640,,agr8s1g03020,,,,spo4s6g00289,,,abr7s13g00556,,,da480s7g00810,,,,ase9s2g02247,,ase9s4g00684,,,,,,aco40s18g00379,,,,,aco40s12g00100,cs471s1g01511,,afi49s2g03284,lc2s15g00190,lc2s7g01061,,,,cm170s1g03001,,,,,,,,CdeChr26g00163,,vvi161s8g00458,,ive3g00224,,gbi44s11g01001,sgi44s2g01652,,,
atr42s1g00383,nc476s9g00645,,agr8s1g03023,,,spo4s1g00588,,,,abr7s13g00558,,,da480s7g00813,da480s12g00508,,,ase9s2g02243,,ase9s4g00680,ase9s7g00326,,,elg3s5g00903,,,,aco40s4g00688,,aco40s13g00328,,cs471s1g01513,,afi49s2g03287,lc2s15g00184,lc2s7g01059,cm170s2g00702,cm170s3g01364,,cm170s1g03004,,,,,,,,CdeChr26g00165,,vvi161s8g00456,,ive3g00223,ive12g02099,gbi44s5g01814,sgi44s7g02478,afi61s112g00038,smo62s79g00043,ppa60s14g00703
atr42s1g00418,nc476s1g02967,,,agr8s1g00676,,,,,,,,,,,,,,,,,,,elg3s5g00911,,aco40s18g00381,,,,aco40s13g00324,aco40s12g00104,,,afi49s2g03296,,,,cm170s3g01361,,,,,,,,,,,,vvi161s8g00454,,,ive12g02105,gbi44s11g00106,sgi44s4g02236,afi61s188g00011,smo62s26g00158,ppa60s2g01423
atr42s1g00642,nc476s1g03413,,,agr8s1g00504,,,,,,abr7s13g00096,,,,da480s12g00326,,,ase9s2g02344,,,,,,,,,,,,,,cs471s6g02952,,afi49s1g04153,,,,,,,,,,,,,,,,,vvi161s13g01195,ive3g00587,,gbi44s10g01293,sgi44s2g01287,afi61s419g00006,smo62s55g00022,
atr42s1g00651,nc476s1g03414,,,,,,,,abr7s8g01092,abr7s13g00095,,,,,,,ase9s2g02345,,,,,,,,,,,,,,,cs471s10g01515,,,,,,,cm170s11g01305,,,,,,,,,vvi161s6g01064,,,ive3g00583,,gbi44s5g01604,sgi44s4g02912,afi61s1g00125,smo62s189g00009,
atr42s1g00695,nc476s1g03433,,,,,,,,abr7s8g01097,,,,,da480s12g00397,,,,ase9s5g00123,,,elg3s7g01013,,,,,,aco40s4g00281,,,,,,,,,,,,cm170s11g01312,,,,,,,,,,,vvi161s13g01201,ive3g00548,,gbi44s11g00908,sgi44s2g01519,afi61s51g00060,smo62s69g00062,ppa60s7g00079
atr42s1g00729,nc476s1g03442,,agr8s1g01043,,,,,,,abr7s13g00079,,,,da480s12g00412,,,ase9s2g02376,ase9s5g00135,,,,,,,aco40s18g00173,,aco40s4g00270,,,,cs471s1g01936,,afi49s5g00464,lc2s5g01034,lc2s7g01383,,cm170s3g01518,,,,,,,,,,,,,vvi161s13g01240,ive3g00544,,gbi44s11g00091,sgi44s2g00969,afi61s501g00011,smo62s51g00045,ppa60s18g00742
atr42s1g01290,nc476s1g03373,,agr8s1g01005,,,,,,,abr7s13g00481,,,da480s7g00646,,,,ase9s2g02421,,,,,,,,,,,,,,cs471s1g01789,,afi49s1g03693,,lc2s7g01315,,,,,,,,,,,,,vvi161s6g01105,,,,ive12g01934,gbi44s10g01431,sgi44s9g02176,afi61s21g00005,smo62s5g00442,ppa60s3g00104
atr42s1g01328,nc476s1g03388,,,agr8s1g00542,,,,,abr7s8g00660,,,,,da480s12g00436,,,ase9s2g02413,,,,elg3s5g00786,,,,,,aco40s4g00246,,,,cs471s1g01831,,afi49s5g00419,,lc2s7g01324,cm170s2g00905,,,,,,,,,,,,vvi161s6g01096,,,,ive12g01911,gbi44s4g02217,sgi44s8g01254,afi61s87g00004,smo62s15g00198,ppa60s7g00288
atr42s1g01339,nc476s1g03397,,,agr8s1g00539,,,,,abr7s8g00664,abr7s13g00474,,,da480s7g00613,da480s12g00431,,,ase9s2g02405,,,,,,,elg3s10g00246,,,,,,,,,afi49s5g00412,,lc2s7g01329,cm170s2g00913,,,cm170s1g02874,CdeChr42g00472,,,,,,,,,,vvi161s13g01350,,ive12g01906,gbi44s1g02398,sgi44s4g03133,afi61s2g00056,smo62s48g00072,ppa60s2g01004
atr42s1g01511,nc476s1g03225,nc476s9g00381,,agr8s6g01241,,,spo4s8g00732,,,,abr7s12g00212,abr7s14g00204,,,da480s4g00963,da480s20g00550,,,,,,,,,,aco40s5g00221,,,aco40s11g00530,,cs471s8g01097,cs471s13g01084,afi49s4g02662,lc2s3g00491,lc2s15g01295,cm170s12g00233,,,cm170s7g01175,,,,,CdeChr38g00556,CdeChr37g00129,,,vvi161s19g00070,vvi161s10g00784,,,ive10g02013,gbi44s1g03026,sgi44s5g00209,afi61s6g00242,smo62s33g00108,ppa60s3g01083
atr42s1g01513,nc476s1g03229,nc476s9g00376,,agr8s6g01239,,,spo4s8g00735,,,,,,,,,da480s20g00551,,,,,,,,,,,,,,,cs471s8g01091,cs471s13g01088,afi49s4g02663,lc2s3g00489,lc2s15g01301,cm170s12g00235,,,,CdeChr7g00564,,,,,,,,vvi161s19g00071,vvi161s10g00780,,,ive10g02019,gbi44s1g03026,sgi44s2g00268,afi61s6g00242,smo62s33g00108,ppa60s9g00465
atr42s1g01514,,nc476s9g00371,,agr8s6g01238,,,spo4s8g00739,,,,,,,,,da480s20g00552,,,,,,,,,,,,,,,cs471s8g01087,cs471s13g01099,afi49s4g02667,lc2s3g00488,lc2s15g01302,cm170s12g00236,,,cm170s7g01178,CdeChr7g00565,,CdeChr20g00204,,,,,,vvi161s19g00072,vvi161s10g00775,,,ive10g02021,gbi44s1g00337,sgi44s4g00606,afi61s6g00242,smo62s2g00048,ppa60s4g01216
atr42s1g01528,,nc476s9g00349,,agr8s6g01234,,,spo4s8g00747,,,,,abr7s14g00205,,da480s5g00991,,,,,,,,,elg3s1g00365,elg3s6g00860,,,,,,,,cs471s13g01115,afi49s4g02676,,lc2s15g01317,,,,cm170s7g01182,CdeChr7g00566,,CdeChr20g00207,CdeChr21g00437,,,,,vvi161s19g00074,,,,ive10g02032,gbi44s4g00022,sgi44s3g03858,afi61s65g00080,smo62s78g00025,ppa60s9g00362
atr42s1g01530,nc476s13g00555,,,,,,spo4s8g00748,,,abr7s15g00341,,,da480s17g00403,,,,,,,,elg3s3g00332,,elg3s1g00364,,,aco40s5g00223,,,,,,cs471s13g01119,afi49s4g02678,lc2s3g00477,lc2s15g01318,cm170s6g00259,cm170s13g00159,,,,,,,CdeChr38g00558,CdeChr37g00131,,,vvi161s19g00075,,,,ive10g02043,gbi44s4g00026,sgi44s4g01414,afi61s2862g00002,smo62s101g00077,ppa60s21g00018
atr42s1g01615,nc476s13g00591,,,,,,,,,,abr7s12g00601,,,,,da480s20g00798,,,,,,,,,,aco40s5g00240,,,,,cs471s8g01337,,afi49s4g02376,,lc2s15g01356,,,,,,,,,,,,,,vvi161s10g00736,,,ive10g01926,gbi44s6g00733,sgi44s9g03135,afi61s7g00320,smo62s2g00750,ppa60s12g00725
atr42s1g01627,nc476s13g00592,nc476s9g00278,,,,,spo4s8g00766,,,,abr7s12g00602,abr7s14g00576,,,,da480s20g00799,,,ase9s5g01749,,,,elg3s1g00575,,,,,,,,,cs471s13g01210,afi49s4g02377,,,,,,cm170s7g01215,,,,,,CdeChr37g00151,,,,vvi161s10g00735,,ive9g01803,,gbi44s11g01811,sgi44s11g01875,afi61s292g00039,smo62s47g00084,ppa60s3g00959
atr42s1g01632,nc476s13g00594,nc476s9g00271,,,,,spo4s8g00767,,abr7s7g00395,abr7s15g00371,,,da480s17g00435,,,,,,,,elg3s3g00350,,,,,,,,,,cs471s8g01339,,afi49s4g02379,,,,,,,,,,,,,,,,vvi161s10g00733,,,ive10g01930,gbi44s4g00740,sgi44s3g03641,,smo62s5g00458,
atr42s1g01634,nc476s13g00602,,,,,spo4s13g00536,,,abr7s7g00396,abr7s15g00372,,abr7s14g00577,,da480s5g01007,,da480s20g00801,,,ase9s5g01736,,,,,,aco40s10g00231,aco40s5g00242,,,,,,,afi49s4g02383,,,,,,,,,,,,,,,,vvi161s10g00732,,ive9g01800,,gbi44s2g00275,sgi44s10g01217,afi61s24g00036,smo62s72g00111,ppa60s18g00476
atr42s1g01641,nc476s13g00604,,,,,,,,,,,,da480s17g00444,,,,,,,,,,,,aco40s10g00232,aco40s5g00243,,,,,,,afi49s4g02384,lc2s3g00368,,,cm170s13g00181,,,,,,,,,,,,vvi161s10g00731,,ive9g01797,,gbi44s2g00275,sgi44s3g03748,afi61s24g00036,smo62s72g00111,ppa60s18g00476
atr42s1g01644,nc476s13g00605,nc476s9g00265,,,,,spo4s8g00769,,abr7s7g00398,abr7s15g00373,abr7s12g00605,abr7s14g00578,,,,da480s20g00802,,,ase9s5g01735,,,,elg3s1g00577,,,,,,aco40s11g00237,,,,afi49s4g02385,lc2s3g00367,lc2s15g01364,,,,cm170s7g01221,,,,CdeChr21g00426,,CdeChr37g00153,CdeChr19g00174,CdeChr18g00282,vvi161s19g00118,,,ive9g01795,,gbi44s1g02609,,,,
atr42s1g01648,nc476s13g00606,nc476s9g00261,,,,,,,,abr7s15g00374,,abr7s14g00581,,da480s5g01008,,da480s20g00803,ase9s3g00217,ase9s9g01044,ase9s5g01733,,elg3s3g00352,,elg3s1g00578,,,,aco40s12g00293,,aco40s11g00239,,cs471s8g01348,cs471s13g01211,afi49s4g02389,lc2s3g00365,lc2s15g01365,cm170s12g00291,cm170s13g00182,,,,,,,,CdeChr37g00155,,,vvi161s19g00119,vvi161s10g00730,,ive9g01789,,gbi44s9g00705,sgi44s9g01715,afi61s99g00063,smo62s37g00184,ppa60s2g01364
atr42s1g01676,nc476s13g00617,nc476s9g00247,,,,,spo4s8g00777,,,,,,,da480s5g01012,,,ase9s3g00210,,,,,,,,,,aco40s12g00296,,,,,,,,lc2s15g01370,cm170s12g00298,cm170s13g00187,,,,,,CdeChr21g00423,,,,,,vvi161s10g00726,,ive9g01776,,gbi44s7g01735,sgi44s6g01193,afi61s64g00079,smo62s3g00108,ppa60s9g00256
atr42s1g01680,,nc476s9g00240,agr8s3g00832,,,,,,,,,,,,,,,,,,,,,,,,,,aco40s11g00249,,,,,,lc2s15g01372,,,,,,,,,,,,,,,vvi161s12g00198,ive9g01772,,gbi44s1g02419,sgi44s11g01887,afi61s114g00052,smo62s20g00123,ppa60s12g00114
atr42s1g01700,nc476s13g00631,,agr8s3g00803,,,,spo4s8g00791,,,,,,,,,,,ase9s9g01070,,,elg3s3g00365,,,,,,aco40s12g00298,,,,,cs471s13g01238,,lc2s3g00340,,cm170s12g00310,,,,,,,,,CdeChr37g00166,,,,vvi161s10g00711,,ive9g01751,ive10g01960,gbi44s11g01622,sgi44s11g02172,afi61s81g00003,smo62s36g00189,ppa60s10g00487
atr42s1g01705,nc476s13g00641,nc476s9g00222,agr8s3g01255,agr8s6g01541,spo4s5g00386,,spo4s8g00568,,abr7s7g00602,,abr7s12g00512,abr7s14g00478,,,,da480s20g00696,ase9s3g00832,,ase9s5g02517,,elg3s3g00427,,elg3s1g00299,elg3s6g00959,aco40s10g00278,,,aco40s16g00347,aco40s11g00436,,,,afi49s4g01099,lc2s3g00331,lc2s15g01407,cm170s12g00317,cm170s13g00197,,cm170s7g01241,,,CdeChr20g00225,CdeChr21g00414,,,CdeChr19g00168,CdeChr18g00287,vvi161s19g00141,,vvi161s12g00211,ive9g01741,,gbi44s11g00950,sgi44s2g01573,afi61s39g00026,smo62s25g00209,ppa60s3g00691
atr42s1g01796,nc476s1g03336,,,agr8s6g01511,spo4s5g00377,,,,abr7s7g00621,,,,,da480s5g01113,,,ase9s3g00810,,,,elg3s3g00397,elg3s7g00280,,,aco40s10g00260,,,,,,cs471s8g01438,,afi49s4g00626,,lc2s15g01450,,,,cm170s7g01643,CdeChr7g00589,CdeChr6g00169,,,,,,,vvi161s19g00165,vvi161s10g00671,,ive9g01696,ive10g01887,gbi44s4g00524,sgi44s3g02988,,,
atr42s1g01803,,nc476s9g01362,agr8s3g01220,agr8s6g01506,,,,,abr7s7g00625,,abr7s12g00640,,da480s17g00644,,,,ase9s3g00799,ase9s9g00731,,,elg3s3g00393,,,,aco40s10g00257,aco40s5g00260,,,,,cs471s8g01442,cs471s13g01312,,lc2s3g00248,lc2s15g01458,cm170s6g00295,cm170s13g00210,,cm170s7g01641,,,,,,CdeChr37g00185,,CdeChr39g00022,vvi161s19g00167,vvi161s10g00668,vvi161s12g00235,ive9g01690,ive10g01882,gbi44s8g02103,sgi44s1g03970,afi61s3g00389,smo62s43g00011,ppa60s3g00201
atr42s1g01804,,nc476s9g01361,,agr8s6g01505,,,spo4s8g00611,,,,,,,da480s5g01110,,,,ase9s9g00732,,,elg3s3g00392,,,,,aco40s5g00259,,,,,,cs471s13g01313,,,lc2s15g01459,,,,cm170s7g01639,,,,,,,,,,vvi161s10g00667,,,ive10g01879,gbi44s6g01762,sgi44s10g01049,afi61s84g00073,smo62s4g00026,ppa60s14g00587
atr42s1g01824,nc476s1g03345,nc476s9g01356,,agr8s6g01499,spo4s5g00374,,,,,,,abr7s14g00640,,,,da480s20g00859,,,ase9s5g02651,,,,elg3s1g00653,,,,,aco40s16g00233,,,cs471s8g01451,,afi49s4g00608,,,,,,,,,CdeChr20g00254,,,,,,,vvi161s10g00658,,,ive10g01864,gbi44s7g01619,sgi44s5g01717,afi61s5g00006,smo62s173g00010,ppa60s19g00701
atr42s1g01829,nc476s1g03347,nc476s9g01354,agr8s3g01214,,spo4s5g00373,,,,,,abr7s12g00677,,,,,da480s20g00858,,ase9s9g00584,ase9s5g02650,,elg3s3g00683,,,,,,aco40s12g00371,,,,,,afi49s4g00602,,,cm170s12g00353,cm170s13g00219,,,,,CdeChr20g00251,CdeChr21g00385,,,,,,vvi161s10g00655,,ive9g01676,,gbi44s1g02829,sgi44s3g03383,afi61s485g00007,smo62s27g00003,ppa60s9g00225
atr42s1g01843,nc476s1g03355,,,agr8s6g01490,spo4s5g00369,,,,abr7s7g00766,,,,,da480s5g01068,,,,,,,elg3s3g00680,,,,,aco40s5g00401,aco40s12g00369,,,,cs471s8g01468,,afi49s4g01343,lc2s3g00223,,,cm170s13g00226,,,,,,CdeChr21g00387,,,,,,,vvi161s12g00247,,ive10g01859,gbi44s1g00969,sgi44s1g04482,afi61s113g00062,smo62s182g00006,ppa60s14g00700
