id,chr1,chr2,start1,end1,start2,end2,pvalue,length,ks_median,ks_average,homo1,homo2,homo3,homo4,homo5,block1,block2,ks,density1,density2,class1,class2,class1_color,class2_color,diff
131,10,4,1153,1145,303,316,0.1251,5,2.5795,2.34712,0.333333333,1.0,1.0,1.0,1,1153_1152_1151_1149_1145,303_305_306_315_316,_2.8685_1.3409_2.5795_1.7564_3.1903,0.555555556,0.357142857,1,1,#187C3A,#187C3A,1.0
481,5,7,244,268,1770,1808,0.1215,5,2.2388,2.52368,0.333333333,0.666666667,0.666666667,1.0,1,244_250_252_259_268,1770_1775_1777_1792_1808,_3.2671_1.8659_1.7701_3.4765_2.2388,0.2,0.128205128,2,1,#E7211A,#7D7E2D,1.0
112,10,3,1159,1211,2018,2094,0.1176,8,2.8156,2.43752,0.375,1.0,1.0,1.0,1,1159_1171_1176_1183_1184_1196_1206_1211,2018_2044_2049_2060_2061_2064_2091_2094,_2.8788_-1_2.332_-1_3.1488_1.0124_-1_2.8156,0.150943396,0.103896104,1,1,#187C3A,#255DAB,1.0
207,12,4,1457,1496,283,385,0.1933,7,3.7183,3.7183,0.4,1.0,1.0,1.0,1,1457_1462_1469_1475_1485_1495_1496,283_318_336_352_362_383_385,_-1_4.2578_-1_-1_3.1788_-1_-1,0.175,0.067961165,1,1,#255DAB,#187C3A,1.0
67,1,3,847,795,139,189,0.1677,7,2.35705,2.767875,0.4,0.8,0.8,0.8,1,847_846_843_835_834_799_795,139_174_175_180_181_186_189,_2.8298_1.7858_1.8843_-1_4.5716_-1_-1,0.132075472,0.137254902,1,1,#6AB82D,#6AB82D,1.0
191,11,9,1655,1623,161,191,0.1197,6,2.1507,2.1638,0.4,0.8,0.8,0.8,1,1655_1654_1651_1649_1646_1623,161_172_183_184_189_191,_-1_-1_2.1507_2.6433_-1_1.6974,0.181818182,0.193548387,2,1,#F5A118,#EFEA3C,1.0
512,6,3,1593,1561,616,663,0.119,7,1.6234,1.609,0.4,0.8,0.8,1.0,1,1593_1586_1585_1584_1579_1568_1561,616_618_633_653_655_658_663,_1.0709_1.5648_1.435_1.7937_1.682_2.1076_-1,0.212121212,0.145833333,2,1,#6AB82D,#6AB82D,1.0
445,4,8,1484,1446,253,292,0.1066,5,2.3895,2.932066667,0.4,0.6,1.0,1.0,1,1484_1456_1450_1448_1446,253_259_278_290_292,_4.2139999999999995_2.3895_-1_-1_2.1927,0.128205128,0.125,2,1,#7D7E2D,#E7211A,1.0
89,1,5,1496,1507,1891,1924,0.0666,5,2.27405,2.27405,0.4,0.8,0.8,1.0,1,1496_1498_1500_1503_1507,1891_1896_1903_1912_1924,_-1_-1_2.2409_2.3072_-1,0.416666667,0.147058824,1,1,#6AB82D,#72C8D5,1.0
436,4,4,1662,1695,452,484,0.054,5,1.9293,2.246233333,0.4,1.0,1.0,1.0,1,1662_1664_1668_1693_1695,452_463_467_482_484,_1.8548_-1_2.9546_1.9293_-1,0.147058824,0.151515152,2,1,#255DAB,#187C3A,1.0
570,7,2,1292,1373,2521,2593,0.1642,9,2.0946,2.310725,0.428571429,1.0,1.0,1.0,1,1292_1293_1305_1319_1348_1357_1364_1369_1373,2521_2523_2529_2539_2556_2581_2585_2588_2593,_1.9703_2.2189_-1_2.908_1.6449_1.9007_2.653_3.3503_1.8397,0.109756098,0.123287671,1,1,#AD1F25,#45A6B5,1.0
187,11,3,1678,1713,888,905,0.19,5,2.0822,2.0822,0.5,0.5,1.0,1.0,1,1678_1686_1703_1705_1713,888_889_893_901_905,_-1_-1_1.7918_2.3726_-1,0.138888889,0.277777778,2,1,#F5A118,#761C78,1.0
415,4,12,598,645,1381,1407,0.1888,5,2.6937,2.6937,0.5,0.75,0.75,0.75,1,598_600_614_639_645,1381_1389_1393_1406_1407,_2.3598_3.0276_-1_-1_-1,0.104166667,0.185185185,2,1,#C1C0C0,#C1C0C0,1.0
240,13,1,665,714,1390,1420,0.162,5,1.77565,2.072525,0.5,0.75,0.75,1.0,1,665_679_703_705_714,1390_1399_1417_1419_1420,_-1_1.6121_1.2095_1.9392_3.5293,0.1,0.161290323,1,1,#0D7C7C,#040000,0.8666666666666667
263,14,2,215,197,521,553,0.1617,5,2.3032,2.6559,0.5,0.5,0.75,1.0,1,215_213_210_207_197,521_528_534_544_553,_-1_2.0748_2.3032_3.5897_-1,0.263157895,0.151515152,1,1,#F5A118,#F5A118,1.0
480,5,7,280,308,1618,1682,0.1528,7,1.6024,2.192725,0.5,1.0,1.0,1.0,1,280_281_285_295_301_307_308,1618_1619_1656_1668_1677_1681_1682,_4.1636_-1_1.4025_-1_1.4836_-1_1.7212,0.24137931,0.107692308,2,1,#E7211A,#7D7E2D,1.0
113,10,3,1292,1257,2279,2357,0.1442,6,2.4335,2.484325,0.5,1.0,1.0,1.0,1,1292_1286_1282_1276_1270_1257,2279_2304_2312_2320_2330_2357,_2.4572_1.361_-1_3.7093_2.4098_-1,0.166666667,0.075949367,1,1,#187C3A,#255DAB,0.8461538461538461
133,10,4,1320,1296,1933,1965,0.128,5,3.8215,3.645133333,0.5,0.75,0.75,1.0,1,1320_1319_1317_1315_1296,1933_1934_1951_1953_1965,_1.7129_-1_5.401_-1_3.8215,0.2,0.151515152,1,1,#187C3A,#187C3A,1.0
169,11,13,1468,1460,916,988,0.1159,5,1.78715,2.305575,0.5,0.5,0.75,0.75,1,1468_1467_1466_1463_1460,916_931_953_958_988,_1.7531_1.3303_1.8212_-1_4.3177,0.555555556,0.068493151,2,1,#761C78,#761C78,1.0
44,1,13,2149,2208,98,177,0.1052,9,1.9018,2.0333,0.5,1.0,1.0,1.0,1,2149_2152_2154_2186_2199_2200_2201_2204_2208,98_107_114_141_148_152_153_176_177,_1.7685_1.7380000000000002_-1_2.3679_2.3952_1.86_2.2017_-1_1.9018,0.15,0.1125,1,1,#72C8D5,#255DAB,1.0
658,9,12,1219,1226,665,701,0.1032,5,1.6504,1.6749,0.5,1.0,1.0,1.0,1,1219_1220_1223_1225_1226,665_667_689_696_701,_1.31_1.96_1.4106_1.6504_2.0435,0.625,0.135135135,2,1,#C1C0C0,#C1C0C0,1.0
634,8,6,1309,1292,1581,1630,0.0935,5,2.0991,2.347725,0.5,1.0,1.0,1.0,1,1309_1303_1300_1293_1292,1581_1593_1611_1629_1630,_2.3199_1.8687_3.324_1.8783_-1,0.277777778,0.1,2,1,#AB549C,#AD1F25,1.0
400,3,6,1211,1284,1773,1920,0.088,11,2.6908,2.9878,0.5,0.875,0.875,1.0,1,1211_1218_1220_1246_1248_1253_1266_1269_1270_1271_1284,1773_1774_1801_1833_1852_1882_1890_1892_1895_1897_1920,_2.7685_2.5076_2.6908_2.0917_-1_5.1773_2.3009_3.3778_-1_-1_-1,0.148648649,0.074324324,1,1,#AB549C,#AD1F25,1.0
186,11,3,714,719,1115,1155,0.0403,5,1.4936,1.531775,0.5,0.5,0.75,1.0,1,714_715_717_718_719,1115_1129_1149_1152_1155,_-1_2.0246_1.5881_1.1153_1.3991,0.833333333,0.12195122,2,1,#761C78,#761C78,1.0
213,12,7,1190,1217,723,833,0.1117,11,2.00315,2.03274,0.571428571,0.571428571,1.0,1.0,1,1190_1191_1198_1199_1203_1204_1206_1207_1210_1212_1217,723_724_742_753_777_786_803_823_826_829_833,_2.0391_1.7824_2.5903_2.0237_2.0217_1.7702_1.6618_1.9083_1.9846_-1_2.5453,0.392857143,0.099099099,1,1,#7D7E2D,#7D7E2D,1.0
172,11,2,372,445,850,1008,0.1612,16,1.42205,1.85385,0.583333333,0.75,0.833333333,0.916666667,1,372_379_409_410_411_412_420_421_422_423_424_431_432_441_444_445,850_857_894_895_896_899_918_925_943_945_952_963_968_1004_1005_1008,_1.426_1.6436_1.2556_1.4181_1.2061_1.2991_3.2046_1.3663_1.0929_1.4074_4.0592_2.3372_-1_-1_1.686_2.5518,0.216216216,0.100628931,2,1,#F5A118,#F5A118,1.0
283,2,13,394,434,916,1010,0.125,13,1.9544,2.065038462,0.583333333,0.666666667,0.833333333,0.833333333,1,394_396_397_398_399_401_405_408_412_428_431_433_434,916_931_939_941_951_958_961_969_984_991_1001_1007_1010,_1.7375_1.3637_2.3979_1.9025_3.1755_2.1105_1.7978_2.4022_2.6055_1.9544_1.3892_1.859_2.1498,0.317073171,0.136842105,1,1,#761C78,#761C78,0.9680851063829787
117,10,4,1226,1256,590,779,0.0783,17,1.7276,1.942108333,0.583333333,0.833333333,0.833333333,0.916666667,1,1226_1227_1228_1230_1235_1236_1237_1242_1243_1245_1247_1250_1251_1252_1253_1255_1256,590_591_614_615_627_660_663_675_715_721_728_730_731_733_741_759_779,_1.7226_-1_1.7326_2.2266_-1_1.4057_3.0182_1.3376_-1_2.2651_1.5092_1.6584_2.1692_2.8936_-1_1.3665_-1,0.548387097,0.089473684,1,1,#187C3A,#187C3A,1.0
142,10,8,1611,1622,2076,2086,0.1595,6,1.6782,1.67968,0.6,0.8,0.8,1.0,1,1611_1612_1614_1615_1617_1622,2076_2078_2079_2082_2085_2086,_1.6782_1.3107_1.8309_2.2843_1.2943_-1,0.5,0.545454545,1,1,#E7211A,#E7211A,1.0
282,2,12,474,447,226,276,0.1562,5,1.81,1.8743,0.6,0.8,1.0,1.0,1,474_473_455_450_447,226_232_251_266_276,_1.703_1.9169999999999998_-1_2.3093_1.5679,0.178571429,0.098039216,1,1,#761C78,#761C78,1.0
174,11,2,1329,1300,2947,3014,0.1119,6,2.56415,2.614325,0.6,1.0,1.0,1.0,1,1329_1323_1309_1306_1304_1300,2947_2977_3001_3004_3007_3014,_-1_-1_3.9759_3.2639_1.8644_1.3531,0.2,0.088235294,2,1,#761C78,#45A6B5,1.0
15,1,1,3217,3229,1462,1513,0.093,6,2.0522,2.325966667,0.6,0.6,0.6,0.6,1,3217_3220_3221_3222_3225_3229,1462_1490_1505_1506_1511_1513,_1.7462_4.1133_1.4391_2.1521_1.9523_2.5528,0.461538462,0.115384615,1,1,#0D7C7C,#0D7C7C,1.0
219,12,7,1138,1154,1395,1440,0.0916,6,1.9003,2.01118,0.6,1.0,1.0,1.0,1,1138_1139_1141_1150_1153_1154,1395_1397_1398_1432_1439_1440,_1.8271_2.0977_1.6799_-1_1.9003_2.5509,0.352941176,0.130434783,1,1,#7D7E2D,#7D7E2D,1.0
410,4,12,1021,956,1053,1150,0.1325,11,2.0511,2.348272727,0.625,0.875,0.875,1.0,1,1021_1019_1018_1013_1011_1003_998_997_995_970_956,1053_1064_1067_1076_1077_1108_1110_1134_1136_1137_1150,_1.3396_1.825_2.4552_2.3988_2.2986_2.7446_1.4338_1.9382_1.6479_5.6982_2.0511,0.166666667,0.112244898,2,1,#C1C0C0,#C1C0C0,1.0
222,12,7,1160,1173,866,909,0.1908,5,1.687,1.560566667,0.666666667,1.0,1.0,1.0,1,1160_1165_1167_1172_1173,866_871_887_906_909,_-1_1.7217_-1_1.6869999999999998_1.273,0.357142857,0.113636364,1,1,#7D7E2D,#7D7E2D,1.0
546,6,8,95,91,637,660,0.1532,5,1.3306,1.53392,0.666666667,0.666666667,0.666666667,0.666666667,1,95_94_93_92_91,637_638_644_659_660,_2.0149_1.3015_1.7416_1.3306_1.281,1.0,0.208333333,1,1,#E7211A,#E7211A,1.0
31,1,11,319,371,1538,1591,0.1398,8,1.76945,1.707,0.666666667,1.0,1.0,1.0,1,319_326_329_333_362_365_370_371,1538_1541_1543_1544_1554_1558_1564_1591,_-1_1.006_2.0242_1.6655_-1_1.8734_2.3293_1.3436,0.150943396,0.148148148,1,1,#F6BCC6,#F6BCC6,1.0
534,6,5,388,361,963,995,0.1284,5,1.93905,1.93905,0.666666667,1.0,1.0,1.0,1,388_381_366_365_361,963_978_983_985_995,_2.2917_1.5864_-1_-1_-1,0.178571429,0.151515152,2,1,#72C8D5,#72C8D5,1.0
255,13,8,655,708,2061,2148,0.1283,9,2.094,2.094,0.666666667,1.0,1.0,1.0,1,655_656_657_658_662_676_694_706_708,2061_2066_2067_2070_2088_2108_2132_2144_2148,_-1_2.1507_-1_-1_2.0373_-1_-1_-1_-1,0.166666667,0.102272727,1,1,#0D7C7C,#E7211A,1.0
434,4,3,1581,1570,2126,2153,0.0673,7,1.4236,1.422366667,0.666666667,1.0,1.0,1.0,1,1581_1578_1577_1576_1575_1571_1570,2126_2130_2142_2143_2144_2152_2153,_1.3994_-1_1.2959_1.4761_1.4478_1.2467_1.6683,0.583333333,0.25,2,1,#255DAB,#255DAB,1.0
497,5,8,679,646,953,979,0.0611,5,1.7462,1.7462,0.666666667,0.666666667,0.666666667,0.666666667,1,679_672_661_654_646,953_954_972_973_979,_-1_-1_-1_1.8571_1.6353,0.147058824,0.185185185,2,1,#E7211A,#E7211A,1.0
565,7,12,1749,1770,244,265,0.0544,7,1.8043,1.91815,0.666666667,0.833333333,1.0,1.0,1,1749_1751_1752_1753_1754_1767_1770,244_245_246_249_258_264_265,_-1_-1_1.5144_2.0493_2.5496_1.5593_-1,0.318181818,0.318181818,1,1,#AB549C,#761C78,1.0
475,5,2,1861,1853,2113,2133,0.0324,5,1.58395,1.522975,0.666666667,0.666666667,1.0,1.0,1,1861_1860_1859_1854_1853,2113_2123_2124_2132_2133,_1.2531_1.6417_1.6709_-1_1.5262,0.555555556,0.238095238,2,1,#45A6B5,#45A6B5,1.0
686,9,9,1284,1272,2100,2135,0.0288,6,1.8642,1.794,0.666666667,1.0,1.0,1.0,1,1284_1277_1276_1275_1274_1272,2100_2109_2113_2114_2130_2135,_-1_1.4092_2.0384_1.8505_1.8779_-1,0.461538462,0.166666667,1,1,#EFEA3C,#EFEA3C,1.0
51,1,2,2743,2749,1248,1276,0.0287,6,2.48525,2.52525,0.666666667,1.0,1.0,1.0,1,2743_2745_2746_2747_2748_2749,1248_1266_1267_1273_1274_1276,_1.6111_-1_2.1966_3.5194_2.7739_-1,0.857142857,0.206896552,1,1,#F5A118,#F5A118,1.0
447,4,9,1265,1253,1829,1929,0.0126,10,1.3951,1.411225,0.666666667,0.833333333,1.0,1.0,1,1265_1263_1262_1261_1260_1259_1258_1257_1255_1253,1829_1841_1843_1854_1862_1899_1902_1906_1928_1929,_-1_-1_1.4807_-1_-1_1.3095_1.1493_-1_-1_1.7054,0.769230769,0.099009901,2,1,#EFEA3C,#EFEA3C,1.0
657,9,12,1251,1259,1733,1773,0.0077,7,2.9191,2.72718,0.666666667,1.0,1.0,1.0,1,1251_1252_1254_1255_1257_1258_1259,1733_1739_1750_1751_1763_1769_1773,_-1_3.5621_1.7591_2.4085_2.9191_2.9871_-1,0.777777778,0.170731707,2,1,#C1C0C0,#C1C0C0,1.0
211,12,7,582,665,1480,1562,0.1166,15,2.31555,2.416675,0.7,0.9,0.9,0.9,1,582_589_590_591_595_596_628_629_637_638_639_643_652_662_665,1480_1500_1502_1510_1511_1523_1529_1530_1540_1544_1546_1550_1551_1558_1562,_2.0953_1.3721_1.3576_2.762_1.6071_-1_2.6102_4.6863_2.6503_2.5358_4.1458_-1_1.5272_1.6504_-1,0.178571429,0.180722892,1,1,#7D7E2D,#7D7E2D,1.0
147,10,9,870,850,1462,1542,0.0153,11,2.0215,1.972257143,0.7,1.0,1.0,1.0,1,870_865_862_861_860_859_856_855_853_851_850,1462_1488_1494_1496_1510_1511_1512_1514_1520_1528_1542,_2.0024_2.1237_-1_1.4739_2.0215_-1_-1_1.3907_2.6334_-1_2.1602,0.523809524,0.135802469,2,1,#EFEA3C,#EFEA3C,1.0
106,10,2,1752,1764,2386,2413,0.1095,9,1.8104,1.945942857,0.714285714,0.857142857,1.0,1.0,1,1752_1753_1754_1755_1758_1760_1761_1763_1764,2386_2387_2389_2393_2396_2398_2399_2412_2413,_1.2504_-1_1.8104_1.6983_-1_3.7753_2.0006_1.8289_1.2577,0.692307692,0.321428571,1,1,#45A6B5,#45A6B5,1.0
345,2,9,2724,2746,1592,1658,0.1055,7,1.8165,2.032583333,0.714285714,0.857142857,0.857142857,1.0,1,2724_2737_2738_2740_2741_2743_2746,1592_1611_1628_1635_1637_1645_1658,_1.9625_1.2349_-1_2.8414_1.5319999999999998_1.6705_2.9542,0.304347826,0.104477612,2,1,#EFEA3C,#EFEA3C,1.0
30,1,11,3,24,1616,1661,0.0748,8,2.5044,2.4414,0.714285714,0.857142857,1.0,1.0,1,3_6_7_10_14_15_18_24,1616_1620_1621_1624_1635_1636_1658_1661,_2.0818_2.5044_-1_3.2359_1.5892_-1_-1_2.7957,0.363636364,0.173913043,1,1,#F6BCC6,#F6BCC6,1.0
82,1,5,2212,2221,290,304,0.0459,9,2.29205,2.2633,0.714285714,1.0,1.0,1.0,1,2212_2213_2214_2215_2216_2217_2218_2220_2221,290_292_294_295_296_298_299_303_304,_2.6615_2.5527_2.5111_1.5097_1.5609_-1_1.9148_2.073_3.3227,0.9,0.6,1,1,#72C8D5,#72C8D5,1.0
158,11,11,185,166,679,752,0.0298,12,2.2393,2.1229875,0.714285714,1.0,1.0,1.0,1,185_184_182_180_179_178_176_175_174_171_167_166,679_680_684_690_706_708_725_733_742_743_747_752,_-1_2.3774_-1_1.6523_2.1318_-1_1.9152_2.7832_2.3468_2.5516_1.2256_-1,0.6,0.162162162,1,1,#F6BCC6,#F6BCC6,1.0
121,10,4,121,151,2060,2098,0.0235,10,1.6362,1.7441875,0.714285714,1.0,1.0,1.0,1,121_137_139_141_142_144_146_148_149_151,2060_2063_2074_2075_2079_2090_2092_2095_2096_2098,_1.5589_1.6915_-1_1.4214_1.8495_1.2326_2.8668_1.5809_1.7519_-1,0.322580645,0.256410256,1,1,#187C3A,#187C3A,1.0
424,4,13,981,935,1264,1412,0.0987,14,1.9182,2.1648,0.727272727,0.909090909,0.909090909,0.909090909,1,981_980_979_978_975_974_969_966_956_949_946_944_942_935,1264_1266_1279_1289_1301_1311_1323_1335_1351_1375_1386_1387_1409_1412,_2.0749_1.4883_-1_1.5167_1.758_0.9259_1.9182_1.8676_2.2555_2.7014_-1_-1_4.5524_2.7539,0.29787234,0.093959732,2,1,#C1C0C0,#C1C0C0,1.0
6,1,1,3275,3252,1063,1158,0.0501,13,1.8193,1.9789,0.727272727,0.909090909,0.909090909,0.909090909,1,3275_3272_3271_3266_3264_3263_3261_3260_3259_3256_3255_3254_3252,1063_1089_1090_1096_1102_1103_1107_1125_1136_1141_1150_1152_1158,_-1_1.3885_1.3771_1.591_-1_1.848_2.8599_2.0722_1.1845_2.4644_-1_3.2128_1.7906,0.541666667,0.135416667,1,1,#0D7C7C,#0D7C7C,1.0
592,8,10,867,836,375,432,0.0266,12,1.75775,1.84484,0.727272727,1.0,1.0,1.0,1,867_859_858_857_855_852_851_846_844_843_839_836,375_383_384_390_403_409_413_414_417_419_430_432,_1.8337_1.8301_2.421_-1_1.3804_2.6487_1.6484_1.8398_1.6854_1.617_1.5439_-1,0.375,0.206896552,2,1,#AB549C,#AB549C,1.0
137,10,8,1947,1985,2105,2169,0.0224,14,1.712,1.701442857,0.727272727,0.818181818,0.818181818,0.909090909,1,1947_1964_1966_1972_1973_1974_1975_1976_1977_1978_1979_1982_1984_1985,2105_2118_2122_2132_2133_2134_2140_2142_2143_2146_2148_2154_2165_2169,_-1_1.564_1.7592_-1_2.0338_-1_-1_-1_2.1741_-1_-1_0.9838_1.6832_1.712,0.358974359,0.215384615,1,1,#E7211A,#E7211A,1.0
333,2,9,510,533,1829,1941,0.0147,16,2.0003,1.975985714,0.727272727,0.909090909,1.0,1.0,1,510_511_513_514_515_517_518_520_522_523_524_529_530_531_532_533,1829_1840_1843_1851_1855_1862_1863_1899_1901_1902_1906_1927_1929_1934_1940_1941,_-1_2.0738_1.5011_1.976_2.0797_3.198_1.6816_2.292_1.41_2.0246_1.6405_0.8743_2.0625_1.6212_3.2285_-1,0.666666667,0.14159292,2,1,#EFEA3C,#EFEA3C,1.0
361,3,12,2026,2121,1243,1406,0.0453,31,1.91775,2.183557692,0.730769231,0.923076923,0.961538462,0.961538462,1,2026_2030_2031_2032_2033_2037_2040_2042_2043_2044_2045_2047_2048_2049_2050_2053_2055_2066_2067_2068_2069_2071_2074_2075_2076_2077_2078_2079_2082_2092_2121,1243_1245_1246_1249_1253_1269_1270_1272_1273_1275_1282_1289_1299_1300_1304_1337_1341_1343_1344_1349_1352_1355_1371_1375_1377_1379_1382_1386_1392_1396_1406,_1.9791_-1_1.9444_1.5534_-1_1.6142_1.8911_1.4364_2.0245_2.5860000000000003_2.1819_2.197_3.5771_1.6673_1.3174_3.4256_2.6689_1.8212_2.1455_-1_2.9321_3.0486_1.4543_1.8432_1.4558_1.5326_5.1198_1.7385_-1_1.6166_-1,0.322916667,0.18902439,1,1,#C1C0C0,#C1C0C0,1.0
116,10,4,1300,1257,790,1010,0.0628,20,1.6761,1.901035294,0.733333333,1.0,1.0,1.0,1,1300_1298_1297_1296_1294_1293_1292_1289_1288_1286_1284_1283_1282_1280_1276_1274_1272_1270_1258_1257,790_826_827_857_862_869_874_889_893_902_909_910_911_923_931_943_945_977_999_1010,_2.3707_1.8748_-1_1.6448_2.5462_1.67_2.4022_2.4462_1.6328_-1_2.7682_1.3947_2.1754_2.1005_1.5661_1.6761_0.9511_-1_1.5001_1.5977,0.454545455,0.090497738,1,1,#187C3A,#187C3A,1.0
48,1,2,2018,1866,843,1187,0.1042,36,1.7662,1.926928571,0.740740741,0.925925926,0.925925926,0.962962963,1,2018_2012_1984_1971_1970_1969_1964_1957_1955_1954_1953_1949_1948_1946_1944_1942_1939_1938_1933_1931_1929_1919_1918_1917_1916_1914_1913_1912_1911_1910_1908_1903_1894_1879_1872_1866,843_851_869_874_876_882_893_895_896_899_906_918_925_947_952_958_963_968_1005_1006_1015_1041_1051_1052_1055_1060_1062_1067_1068_1071_1102_1123_1140_1146_1180_1187,_1.6298_-1_1.5448_-1_1.7349_1.4026_1.0751_1.7049_1.6908_1.2241_3.8778_-1_2.0225_1.3976_3.2229_1.9445_-1_-1_2.0585_2.1427_1.7975_1.3235_2.6387_1.5506_-1_-1_-1_3.2994_1.1728_2.149_1.6218_1.9455_1.9826_2.7212_2.0316_1.0463,0.235294118,0.104347826,1,1,#F5A118,#F5A118,1.0
234,13,1,698,657,929,1013,0.1892,7,1.5196,1.623214286,0.75,1.0,1.0,1.0,1,698_697_682_676_671_659_657,929_932_955_969_978_1001_1013,_1.7604_1.2509_1.2552_2.4921_1.689_1.5196_1.3953,0.166666667,0.082352941,1,1,#0D7C7C,#0D7C7C,1.0
132,10,4,206,184,1758,1794,0.1428,5,1.861,1.8963,0.75,0.75,0.75,0.75,1,206_192_191_189_184,1758_1778_1782_1789_1794,_1.861_2.1067_1.5561_0.8946_3.0631,0.217391304,0.135135135,1,1,#187C3A,#187C3A,1.0
599,8,10,1795,1789,1729,1741,0.1289,5,2.06665,1.9897,0.75,1.0,1.0,1.0,1,1795_1794_1793_1791_1789,1729_1732_1733_1736_1741,_2.2126_2.0522_1.6129_-1_2.0811,0.714285714,0.384615385,2,1,#AB549C,#AB549C,1.0
633,8,6,1250,1235,1831,1892,0.1235,5,2.1528,1.975766667,0.75,1.0,1.0,1.0,1,1250_1248_1247_1245_1235,1831_1833_1852_1870_1892,_1.5939_-1_-1_2.1528_2.1806,0.3125,0.080645161,2,1,#AB549C,#AD1F25,1.0
385,3,13,980,1005,1097,1155,0.1193,6,2.0152,2.1933,0.75,0.75,1.0,1.0,1,980_1000_1002_1003_1004_1005,1097_1111_1126_1141_1151_1155,_2.0152_1.6471_2.0904_3.6079_1.6059_-1,0.230769231,0.101694915,1,1,#C1C0C0,#C1C0C0,1.0
289,2,3,242,135,889,1129,0.1187,31,1.9298,2.072452174,0.75,0.833333333,0.958333333,0.958333333,1,242_237_234_229_224_223_222_221_208_206_205_204_202_198_197_196_195_194_193_190_176_174_164_162_161_158_146_139_138_137_135,889_893_901_905_914_918_920_929_956_961_962_966_974_979_980_992_994_996_1008_1017_1034_1036_1051_1066_1095_1101_1109_1112_1113_1114_1129,_3.674_2.6_-1_-1_2.0301_1.8013_1.7827_-1_1.7083_1.3592_1.3696_2.2569999999999997_1.7123_1.4414_2.2669_1.8767_-1_3.9178_-1_2.2512_0.9902_1.9298_2.0315_2.4991_-1_1.1437_-1_1.4835_2.1505_3.3896_-1,0.287037037,0.128630705,1,1,#761C78,#761C78,1.0
